id,name,username,description,location,profile_image_url,url,verified,followers_count,following_count,tweet_count,listed_count
15301029,#TechStoa,techstoa,"Hi, I'm Greg, and I'm an independent. My focus is on technology, philosophy and ethical capitalism.

DC is a dumpster fire. I want to help you find your success","Worcester, MA",https://pbs.twimg.com/profile_images/1339938744170889217/pKZvBqfD_normal.jpg,https://t.co/uSZFG75gvO,0,15326,16850,191689,4
73341746,luis_quevedo,luis_quevedo,💯% rigor científico 🤓 Grave caso de promiscuidad intelectual 📚 lector 👨🏻‍🏫 prof 🏍 ducatista 🏃🏻‍♂️ sport 🦠 azote del coronavirus,OnDeadline,https://pbs.twimg.com/profile_images/1297041996603895808/luicpCA9_normal.jpg,https://t.co/9pJSuxL1jj,1,17464,1432,33986,502
8.71E+17,💧simon holmes à court 🍩,simonahac,"energy transition specialist. informing opinions with data & insights. transition is underway, just a matter of speed. RTs+likes≠endorsements. DoB: 329.7ppm","melbourne, australia",https://pbs.twimg.com/profile_images/1059567401660891136/789RMK7Z_normal.jpg,https://t.co/TwnJXCMM3J,0,61456,15341,101738,406
88534421,Giving What We Can,givingwhatwecan,"Giving What We Can is a community of effective givers. We inspire people to give more, and give more effectively.",Oxford,https://pbs.twimg.com/profile_images/1300219170395533312/RR02ufh8_normal.jpg,http://t.co/TEclear64D,0,8937,1391,3541,191
250374176,Suzy Hobbs Baker,SuzyHobbsBaker,Co-founder @GoodEnergyColl. Creative Director for @FastPathToZero. Energy & equal rights. Nuclear policy & governance. Toddler mom. she/her 🌸,"Washington, DC",https://pbs.twimg.com/profile_images/1299358132678713346/CZbk3f_P_normal.jpg,https://t.co/H6WULki16m,0,5426,3930,15843,163
2227265490,Lucius Caviola,LuciusCaviola,"Postdoc at @Harvard, researching moral biases that prevent us from maximizing social welfare and strategies that could help us improve. https://t.co/0dxFla0Ljj","Cambridge, MA",https://pbs.twimg.com/profile_images/1045104412916666369/juN8AZqk_normal.jpg,https://t.co/IbiXnF9WYr,0,5132,1037,1431,124
18238328,Volvo Group,VolvoGroup,Driving prosperity through transport and infrastructure solutions. @volvogroup @volvogroupse @volvogroupeu @volvogroupna,"Göteborg, Sverige",https://pbs.twimg.com/profile_images/988649697584844800/8ES_BbQu_normal.jpg,https://t.co/xKOvcHjsoG,1,10086,736,3621,121
1616031284,Lindsay Broadwell 🏳️‍🌈,LindsayPB,Labour councillor for Western in Leicester. Ask me about public transport. I build weird bikes. Nuclear power is good actually. Occasional tanuki. She/They.,"England, United Kingdom",https://pbs.twimg.com/profile_images/1357410959107776512/6mBqOzeY_normal.jpg,https://t.co/kK27Menjcp,0,9925,408,8817,93
34285278,David Silverman,MrAtheistPants,Ex-Leftist Libertarian. Firebrand Atheist and  Humanist. Facts over Feelings. 2+2=4. Systemic Racism is BS #DontDefund #FelonsMatterLess,,https://pbs.twimg.com/profile_images/1236396680657768448/B4ri2f3t_normal.jpg,https://t.co/3EfVHAXmGb,1,55747,786,29042,727
353594633,James McOnie,JamesMcOnie,"(Spoiler alert) Slowly drifting away like Jack in Titanic. Work for The Crowd Goes Wild, on Prime TV. Te Awamutu and Te Atatu represent.","Auckland, New Zealand",https://pbs.twimg.com/profile_images/605698464211558400/lPEeFmLP_normal.jpg,,0,25751,3252,12312,93
175035692,🏳️‍🌈𝐋𝐄𝐍𝐀 𝐂𝐈𝐑𝐂𝐎𝐍𝐂𝐈𝐒𝐈𝐎𝐍🇩🇿ⵣ,NamarPoojzi,"For the Liberation and Recognition of Arabs & Maghrebi LGBTI Individuals

https://t.co/fvR3k1CLjZ
*✊🇵🇸/Antifa*

Islamophobes stay away from me",IL/LUI,https://pbs.twimg.com/profile_images/1356671595998248967/VgQLN_Ke_normal.jpg,,0,6187,5568,10787,8
114573522,Dr Doug McNeall,dougmcneall,"Climate scientist and statistician, Met Office Hadley Centre and University of Exeter Global Systems Institute. Married to @lynsmccoll.",UK,https://pbs.twimg.com/profile_images/712268679/web_id_normal.jpg,https://t.co/PFyTB2rI7e,0,13183,1391,23907,372
1.29E+18,小熊亂躺🐾,PiercedGummy,"🔞警告🔞
📢未成年者請離開本頁。
📢已有主與固定配合的單男單女，勿再問。
📢謝絕拍攝、飯局或直播等任何有償性質業務。
📢不互宣不聊天不入群，推廣互惠只接受刺青邀約。
📢目前本人僅有IG、D卡、P站和推特帳號各一，其他處皆為冒名盜用。
📢討圖、騷擾、探隱私或違反上述規則之訊息會無視或封鎖，剩餘視情況回覆。",,https://pbs.twimg.com/profile_images/1330728613440700419/5kxEw-Iq_normal.jpg,https://t.co/9p8twJuz8N,0,44627,28,349,65
420100653,Ketan Joshi,KetanJ0,"Climate and clean tech author and analyst. Tech, data, science, justice, community. My book Windfall has words and pictures. We are cancelling the apocalypse.","Oslo, Norway (via Australia)",https://pbs.twimg.com/profile_images/1346837024083488770/d9_zlksA_normal.jpg,https://t.co/npVZ4gd9Kc,1,41438,8459,162603,762
243821406,Mark Lynas,mark_lynas,"Pro-science, progressive environmentalist. Books: 'High Tide', 'Six Degrees', 'The God Species', 'Seeds of Science'. New book 'Our Final Warning' out now.","Oxford, England",https://pbs.twimg.com/profile_images/644825124382879745/3_2x0N9b_normal.jpg,https://t.co/jkCxUZs5sz,1,26101,1280,16351,789
19915842,Andrew Copson,andrewcopson,Humanist. Midlander. Quondam Classicist. Chief Exec @Humanists_UK | President @HumanistsInt | Books: VSI Secularism; Little Book of Humanism,The Midlands,https://pbs.twimg.com/profile_images/1223262528517570560/OT5OtlEB_normal.jpg,https://t.co/LO08y4Kd8T,1,19260,2470,30027,282
36918513,Leigh Phillips,Leigh_Phillips,"Journalist & science writer (Nature, Sci Am, New Scientist, Guardian, Telegraph). Austerity Ecology: a left defence of growth out now from Zero Books","Victoria, British Columbia",https://pbs.twimg.com/profile_images/3127846145/a2508f6ed6b510998ab33ce78c55adbc_normal.jpeg,https://t.co/JKBN2MTdL2,0,9241,8173,11672,336
3349427633,Toni Airaksinen,Toni_Airaksinen,"Bylines @Quillette, @USATODAY, @PJ_Media etc. Barnard alumna. Freelance college app consultant & essay editor 🌿","Brooklyn, NYC / Northern VA",https://pbs.twimg.com/profile_images/1335995268622409729/MEHvvo51_normal.jpg,https://t.co/GQbKOAp6nM,0,8280,3047,4807,133
1398479138,Claire Lehmann,clairlemon,Founding Editor @Quillette. Contributor @Australian. Buy Quillette's first book 'Panics and Persecutions' at the link 👇,"Sydney, Australia",https://pbs.twimg.com/profile_images/1300663311164272640/8_PnwY-M_normal.jpg,https://t.co/8MOskVdd00,1,213232,4264,19079,2180
40942546,World Animal Protection US,MoveTheWorldUS,We move the world to protect animals. Together we can end animal suffering. 🐘🐬🐖🐓🐍🦜🧡,"New York, US",https://pbs.twimg.com/profile_images/1279958286566121475/8wAivJn2_normal.jpg,https://t.co/2uG0ZfF9gI,1,23423,4167,23178,467
7.20E+17,☁️ Samuel Guizani ☁️ #SaveTheEarth,SamuelGuizani,"It's time to #SaveTheEarth. Avenger Of Wrongs.
🤝#humanrights 🌎#environment 🌡️#climatechange 🐘#animalrights ~ GameDev 🇨🇵 : @SamDreamsMaker",404 not found 😉,https://pbs.twimg.com/profile_images/1165812081360330754/V6zH4HN4_normal.jpg,https://t.co/OzhmJcMmbU,0,23418,22023,3222,154
353695674,Cheryl Waters,djcherylwaters,DJ at KEXP 90.3FM Seattle/KEXP.ORG.,"Seattle, WA",https://pbs.twimg.com/profile_images/1197250390049329153/KWtrbnkR_normal.jpg,http://t.co/iVjI1N3jUy,0,19297,280,2364,196
46686058,Humanists UK,Humanists_UK,We advance free thinking and promote humanism to create a tolerant society where rational thinking and kindness prevail. Registered charity no. 285987.,London,https://pbs.twimg.com/profile_images/1155811722529333249/Je9uTjfV_normal.jpg,https://t.co/o6YMksqCGI,1,101635,2974,50249,1190
18764018,Alia Papageorgiou 🌱 #stayathome 😷,Eurocentrique,"Managing the #biodiversity 🌱 community at @EU_ScienceHub’s dedicated Knowledge Centre | Stud @UNSWCanberra | VP @aejbelgium, Spox, journo, writer | Melbournite","Brussels, Belgium",https://pbs.twimg.com/profile_images/1123570689280217089/6xee1kqU_normal.jpg,https://t.co/XEEsCThcO8,0,7823,8598,189042,663
48445890,Varun Sivaram,vsiv,"Senior Research Scholar @ColumbiaUEnergy, Formerly CTO @ReNew_Power, director of energy & climate @CFR_org. Board @StanfordWoods @StanfordEnergy. @COP26 advisor","Washington, DC",https://pbs.twimg.com/profile_images/907347015100547072/sOdB4zhJ_normal.jpg,https://t.co/9QqOzV0854,0,10083,1525,7542,311
420215306,OECD NEA ⚛️ Nuclear Energy Agency,OECD_NEA,"@OECD NEA: 34 countries working together to achieve excellence in #nuclear safety, policy, science & technology 🌐 RTs, likes & follows are not endorsements.",France,https://pbs.twimg.com/profile_images/1088770846653669377/M8En35J7_normal.jpg,https://t.co/StGDgUhQw5,1,6525,714,3721,191
1.13E+18,UN Climate Summit News,UNClimateSummit,"A news aggregator for UN climate summits and COP26
Owned by @PxP_LAC  @iklimhaber @carboncopyinfo @ClimaInfo @yeryuzudernegi. Not a UN account.",Glasgow,https://pbs.twimg.com/profile_images/1314550893048664064/4JemSJ98_normal.jpg,https://t.co/8V85wdeobs,0,12233,8531,1208,142
17374238,Andrés Romero,andresturiweb,"Inquieto, proactivo y disruptivo. CEO de @asirimk , profe en @vatelmadrid y apasionado del turismo, el aprendizaje y de la buena gente",El Mundo,https://pbs.twimg.com/profile_images/1309166354713509898/M_I7lWU4_normal.jpg,https://t.co/1hs3PTHd4a,0,5659,112,15140,379
197449091,Jane Flegal,JaneAFlegal,Climate policy. Adjunct Faculty @ASU_SFIS. Research Affiliate @InSIS. PhD from @ESPM_Berkeley. Views my own.,,https://pbs.twimg.com/profile_images/1341908456245084161/ep1E912X_normal.jpg,,0,6667,3467,12191,196
570237910,Zion Lights,ziontree,Pro-science. MSc Science Communication. Author. Astronomer. Can we do something about climate change now pls?,"South West, England",https://pbs.twimg.com/profile_images/1348052776765579274/rhNirD9s_normal.jpg,https://t.co/CudiIw2nAs,0,7898,851,6423,140
20891396,Ali A. Rizvi,aliamjadrizvi,Pakistani-Canadian author of The Atheist Muslim (SMP/Macmillan). I don't take Twitter seriously. Host of @SecularJihadist podcast. Email aliamjadrizvi@gmail.com,Toronto,https://pbs.twimg.com/profile_images/1318382504504602624/39Sq3bb3_normal.jpg,https://t.co/2UfLjDA1nW,1,65036,2743,33282,762
41103933,Charles Onyango-Obbo,cobbo3,"Journalist, Writer & Curator THE WALL OF GREAT AFRICANS https://t.co/14dcTP1kWa. All sins committed here, and all good deeds done, are mine alone.",Tororo & Nairobi,https://pbs.twimg.com/profile_images/1338173577238093825/uXHWCDOZ_normal.jpg,,1,445050,22142,61326,969
14664315,June Cohen,junecohen,"Ally #BlackLivesMatter | Cofounder @WaitWhat. We're behind @MastersofScale @MeditativeStory @SparkandFirePod | Before that, I launched TEDTalks",New York City,https://pbs.twimg.com/profile_images/92549933/june_TED2009sm_normal.jpg,,0,16511,934,4174,884
1490439596,David Edmonds,DavidEdmonds100,"Host of BBC's The Big Idea. Philosophy Bites, Philosophy 247, Oxford, Wittgenstein's Poker etc. All views are the product of my genes & the environment.",at home,https://pbs.twimg.com/profile_images/1310521759758721024/YAneFfDk_normal.jpg,https://t.co/XXIehiTqYW,0,7139,696,3361,181
383950005,Brad Neely,bradneely,"China, IL. WPDR. Brad Neely's Harg Nallin Sclopio Peepio. George Washington. Baby Cakes. Creased Comics. Queeblo. Other things...","Los Angeles, CA",https://pbs.twimg.com/profile_images/2229936217/Screen_Shot_2012-05-18_at_1.00.23_PM_normal.png,https://t.co/HopuiR2uIJ,1,16180,348,1587,128
524020462,woods,thestevenwoods,"Host: @benandwoods on @973TheFanSD (M-F 5a-9a) Glass banger for @sealslax #DiveIn   ‘watch the snakes, 'cause they watchin' you’","San Diego, CA",https://pbs.twimg.com/profile_images/1211104731617095680/pRpDLI_U_normal.jpg,,1,9083,4004,62157,107
22056192,Michael C Moynihan,mcmoynihan,"Correspondent, Vice News Tonight on HBO. Co-host, The Fifth Column podcast. Various other things.","Brooklyn, NY",https://pbs.twimg.com/profile_images/645757063503679488/yok41V3j_normal.png,,1,44176,1501,826,1037
17340898,Rogério Tomaz Jr.,rogeriotomazjr,"Jornalista, mestrando em Estudos Latinoamericanos • Política Internacional #direitoshumanos #antifa 🇧🇷🇦🇷🇺🇾
https://t.co/ZzWVMoan2W","Mendoza, Argentina",https://pbs.twimg.com/profile_images/1330564466749136896/gG3i-76r_normal.jpg,https://t.co/NEucuRqIBt,0,14645,8853,57312,101
1698785251,Nai Palm,artykarateparty,your favorite tinsel goth air guitarist nai palm not to be mistaken for nerrrr perrm or Ian malp.,,https://pbs.twimg.com/profile_images/926685613977370624/i2yQKcRL_normal.jpg,https://t.co/xaCznUBnU0,0,18195,454,4626,82
390951353,Erik Angner,ErikAngner,"Philosophy, Politics, and Economics. Professor of Practical Philosophy @Stockholm_Uni. Statements of affect, cognition and volition my own. Agent: J.P. Marshall","Stockholm, Sweden",https://pbs.twimg.com/profile_images/1334859112866312194/thCcGOsh_normal.jpg,https://t.co/8YtU0AhY29,0,5728,5204,8326,213
118737296,James McGee,jamesmcgee01,Irish 🇮🇪 Former Pro Tennis Player. Now working in youth development at The Inspiring Children Foundation. IG: @jamesmcgee01,Las Vegas,https://pbs.twimg.com/profile_images/763558361761587200/gDaa-BiA_normal.jpg,https://t.co/NIBrSSCaCZ,1,6141,419,1737,162
180635485,isabelle 🪐,isaboemeke,“al gore wants what Isodope has” @WeAreMel,United States,https://pbs.twimg.com/profile_images/1303152389994676225/GVdBL2WJ_normal.jpg,https://t.co/Fe4OGHExW0,0,19450,591,1395,150
3430272736,Todd Breasseale,TBreassealeDHS,"Obama DHS Asst Secy & DoD spox, Iraq & Afg wars vet, malarkey fighter, deadlift freak.
R/t ≠ endorsement.
Opinions mine.
Ghostwriter.
he/him/his/él/y’all. BLM.","Knoxville, TN",https://pbs.twimg.com/profile_images/1345091265008812032/KkOvc80P_normal.jpg,,1,7865,5214,413,74
1.07E+18,"Jason Kindrachuk, PhD",KindrachukJason,Assistant Professor|Canada Research Chair|@umanitoba @UM_RadyFHS|contributor @Forbes|#emergingviruses #COVID19 #Ebola|Outbreak prep/resp|🇨🇦🇸🇱🇬🇦🇸🇿,"Winnipeg, Manitoba",https://pbs.twimg.com/profile_images/1139925499130601473/Xoz_zYKD_normal.jpg,https://t.co/4q9qFSv1iG,1,14172,5211,14201,819
2474749586,Michael Shellenberger,ShellenbergerMD,"Best-selling author of “Apocalypse Never” :: Time “Hero of Environment” :: Green Book Award winner :: Forbes columnist :: IPCC Expert : President, Env Progress","Berkeley, CA",https://pbs.twimg.com/profile_images/1272569043254296576/rvL2wARr_normal.jpg,https://t.co/dlRVK7DcBV,1,99362,917,6940,1164
8287602,James Altucher,jaltucher,"For some reason, I've turned myself inside out and all my guts have spilled onto my blog.  Follow me on Instagram also at 
https://t.co/3tCmZQI4HV",NYC,https://pbs.twimg.com/profile_images/1085644031898447873/cq9ay7q9_normal.jpg,http://t.co/En3jVHoXiX,1,211119,15832,52747,5591
20790580,Dr. Leah Stokes,leahstokes,Prof @UCSBpolisci. Author Short Circuiting Policy. Alum @MIT @Columbia @UofT. Host @degreespod. Research climate + energy policy. 🧵Writer. Gardener. Feminist.,"Santa Barbara, CA, USA",https://pbs.twimg.com/profile_images/1178726402348089346/SfKuDe36_normal.jpg,https://t.co/2l4pOwMsYi,0,45716,3817,11728,938
97219875,"Gavi, the Vaccine Alliance",gavi,"Gavi, the Vaccine Alliance, helps vaccinate half the world’s children against deadly and debilitating diseases. #VaccinesWork","Geneva, Switzerland",https://pbs.twimg.com/profile_images/552836904308060164/3AveVhqL_normal.jpeg,https://t.co/qcXOlacOik,1,132994,1372,25467,1597
15843032,Laura Joy,LauraJoyMusic,Homegrown #Americana exploring Hometown #America 🌻🇺🇸🌾 big cities 🌃 // small towns 🏡 and all the stories in between. There’s a whole lot to love.❤️,"Phoenix, AZ",https://pbs.twimg.com/profile_images/1238633940342034432/bBR3r3VV_normal.jpg,https://t.co/HSK4Rnkgn2,0,5283,3237,8842,53
275431139,Amina Manzoor,aminamnzr,Medicinreporter och glädjedödare på Dagens Nyheter. Utsedd till Årets folkbildare 2016 tillsammans med Maria Gunther. Skriver på en bok om pandemier.,Stockholm,https://pbs.twimg.com/profile_images/1032740638679359488/3UzUyPUZ_normal.jpg,https://t.co/kvNvjRMhoL,0,8284,822,19634,69
2896625957,celtic princess,TBGTNT,#Published #Poet ©️Tereza Gillespie “Introspective”📚by Wallis & Wild https://t.co/d2rVi7fSuf… via @AmazonUK #WritingCommunity ✖️DM✖️Porn @Arts_42🎨,Éireann,https://pbs.twimg.com/profile_images/1307127079494987779/tH557DH1_normal.jpg,https://t.co/H9jjOC15mc,0,35108,11546,515256,319
574414434,Aftonbladet Kultur,AftonbladetK,Skandinaviens största kultursida. Förenar kultur med social kritik sedan Wendela Hebbe (1808–1899). Online sedan 1994. https://t.co/XX1CanzAGe,"Stockholm, Sweden",https://pbs.twimg.com/profile_images/2201190133/kulturlogga2_normal.jpg,http://t.co/gQZ5PvPpWF,0,7766,1660,5968,98
260483642,Positive Money Europe,PositiveMoneyEU,"We're a not-for-profit research and campaigning organisation aiming to make the Eurozone & #ECB support a fair, democratic and sustainable economy.","Brussels, Europe",https://pbs.twimg.com/profile_images/969206152180445184/M3Fj-Muh_normal.jpg,https://t.co/xxOCkByZjb,0,6751,5063,7665,186
132838577,Bryony Kimmings,BryonyKimmings,Black Lives Matter,"Brighton, England",https://pbs.twimg.com/profile_images/648798016900612096/PcZ1fMLq_normal.png,https://t.co/l3viwxVZjt,0,20021,1955,25924,163
13388092,Sanderson Jones,sandersonjones,Community | Change | Culture | Comedy | Celebrating Life. Founder @SundayAssembly | Starting Up @joinef | Agent @PBJManagement | Ashoka Fellow | ADHD,"London, England",https://pbs.twimg.com/profile_images/785549181326942208/CEG8bwH1_normal.jpg,https://t.co/ScNugbD5aO,0,5753,1800,15591,91
142905425,Ai-jen Poo,aijenpoo,❤️ @domesticworkers @caringacrossgen @careinactionUS @supermajority. Co-host: @sunstormpod. Opinions entirely my own. #FamiliesBelongTogether,"Chicago / New York, USA",https://pbs.twimg.com/profile_images/1273675217177624582/7tEUYb6C_normal.jpg,https://t.co/ZNLcDHgOEN,1,45231,1784,17391,722
9500242,Amy Webb,amywebb,"Quantitative Futurist. Trends+strategy @FTI. Author THE GENESIS MACHINE, THE BIG NINE, SIGNALS ARE TALKING. Prof @NYUStern. @SparkCamp @OxfordSBS @ACGeoTech 🖖",Somewhere between 2021-2071,https://pbs.twimg.com/profile_images/1083369426479661056/5o5g6tjU_normal.jpg,https://t.co/K1ZTUiH1IE,1,64946,2416,38510,2409
1864313288,Katie Meehan,_katiemeehan,Content Creator & Student ✨ Featured on @bbcthree & @elleuk hello@katiemeehan.co.uk https://t.co/1grsjHMsuo @princestrust ambassador,London / Newcastle,https://pbs.twimg.com/profile_images/1316145864595955712/0dkQuCMU_normal.jpg,https://t.co/7kpuNHlflr,0,6698,2542,27573,100
1539866125,Jacy Reese Anthis,jacyanthis,"Social scientist @UChicago. Cofounder @SentienceInst. Author. Utilitarian. Positivist. Researching ethics & tech, e.g. AI. Essays @Guardian @Qz @VoxDotCom etc.","Chicago, IL",https://pbs.twimg.com/profile_images/1271892610681049089/UItcCCrj_normal.jpg,https://t.co/uA6fonELkj,1,30657,919,5618,400
19247522,JohanHilton,JohanHilton,Idé- & kritikredaktör på @DNKultur. Författare till ”Vi är Orlando”. Innehavare av På spåret-buckla. Tinkety tonk old fruit & down with the nazis.,Stockholm,https://pbs.twimg.com/profile_images/1244591427541184513/uK1JcsSU_normal.jpg,,0,29030,6025,67877,178
27074856,Vegan Outreach,veganoutreach,Leading international nonprofit working to help people go #vegan.,,https://pbs.twimg.com/profile_images/877553006585102336/LKBtShZ8_normal.jpg,https://t.co/q3jTasy9Mb,1,131072,5013,6582,1357
963723824,Cameron Beccario,cambecc,Creator https://t.co/bSMIG4fLjW. Job Search Eng Manager @Indeed Tokyo. Former VB compiler dev @Microsoft. Iowa State CPR E.,Cedar Rapids ⇢ Seattle ⇢ Tokyo,https://pbs.twimg.com/profile_images/942030247339294723/XGUKQJTa_normal.jpg,https://t.co/MouqLxWI3E,0,11579,842,1650,374
129471133,Romina Pourmokhtari,RPourmokhtari,"Förbundsordförande för @lufswe. Tror på AIK och marknaden. Krossar rassar, sossar & patriarkatet steg för steg. President of Liberal Youth Sweden.","Stockholm, Sverige",https://pbs.twimg.com/profile_images/1344581960316891136/MYqMvccU_normal.jpg,https://t.co/LtTOgEeESX,0,6641,948,15781,32
20950239,Center for Inquiry,center4inquiry,"We're working to foster a secular society based on science, reason, freedom of inquiry, and humanist values.","Amherst, NY / Washington, DC",https://pbs.twimg.com/profile_images/1026893051879407618/GAPPbncS_normal.jpg,https://t.co/Gj2ZtrbVoP,1,60774,3378,27101,1191
292558545,Norbert Elekes,NorbertElekes,"Data reporter, minimalist, compulsive list maker. World news and the latest updates on coronavirus.",Koo: @norbert,https://pbs.twimg.com/profile_images/1148447760464646144/WJbazf0m_normal.jpg,,0,313664,1357,10801,1277
1316863207,mariángela,mariangelawar,también me dicen Chispita. 🍃 compra tu boleto para el 13/2 aquí:,,https://pbs.twimg.com/profile_images/1356464087933325312/SUI6kJCL_normal.jpg,https://t.co/1SorNKPucl,0,29166,910,42333,10
6118442,Jakop Dalunde,JakopDalunde,Europaparlamentariker för @miljopartiet. Jobbar med europeisk klimatpolitik i allmänhet och tågpolitik i synnerhet.,Stockholm,https://pbs.twimg.com/profile_images/1060182250900414464/dt8Pa-0b_normal.jpg,https://t.co/JhFQoKadOh,1,8600,1524,29411,216
2959060847,NeoInformes,NeoInformes,,World Wide Web,https://pbs.twimg.com/profile_images/1021410534657314816/P-C8raKw_normal.jpg,,0,57620,41129,1685940,301
344276665,Sarah E.,QueerVeganFood,Tweeting queer plant food & lifestyle on the semi-reg. Co-Organizer SF Bay Area Vegans in Tech meetup (@sfvtech). (Marketing / tech self = @SEBMarketing),Boulder and the Bay Area,https://pbs.twimg.com/profile_images/1151544507688603648/f5dkBkOJ_normal.png,https://t.co/VHm9vn5pyk,0,7033,981,17442,169
25341001,Clare Bowditch,ClareBowditch,My new Audible Original 'Tame Your Inner Critic' is out now. Hope it does the trick! More music coming: promise.,Melbourne,https://pbs.twimg.com/profile_images/1098536098119073792/gODC6t1u_normal.png,https://t.co/NPZxEuYQm7,1,28543,1010,10660,496
217198875,AntonioNavarro,apereznavarro,"En que te puedo ayudar?
Can I help you?","Granada, Spain",https://pbs.twimg.com/profile_images/587296028098985986/REpq-OSG_normal.jpg,,0,9713,5615,16430,47
20729766,Peter Singer,PeterSinger,"Author: Ethics in the Real World, The Most Good You Can Do, Animal Liberation, The Life You Can Save,  @lifeyoucansave, https://t.co/KAEIynat1k",Princeton University,https://pbs.twimg.com/profile_images/726051571549802496/C7CCfzNg_normal.jpg,https://t.co/A67cxRkT1b,0,107872,126,2255,2273
19386622,IAEA - International Atomic Energy Agency,iaeaorg,"IAEA is the 🌍's centre for cooperation in the #nuclear field, promoting the safe, secure & peaceful use of nuclear technology. Follow IAEA DG: @RafaelMGrossi","Vienna, Austria",https://pbs.twimg.com/profile_images/1032539059242102784/qaQCXmxg_normal.jpg,https://t.co/bq3Je7RveW,1,130741,2494,17976,3504
317700208,Ben Heard,BNW_Ben,"Demanding a better response to climate change since 2010. Think/write/speak about energy, environment, human development. Founder – Bright New World.",Australia,https://pbs.twimg.com/profile_images/1296004857799643136/4NSOqesT_normal.jpg,https://t.co/twBzJ4wxDK,0,5264,255,26593,175
2183570827,Oscar Archer,OskaArcher,"""Chemist & nuclear tech wonk"", @4thGenBlog writer, @longnow member, @BNW_Aus senior advisor, Ecomodernist.
#ActuallyAutistic & caring for #MultipleSclerosis.",South Australia,https://pbs.twimg.com/profile_images/1321053512063614976/vF5V6sbP_normal.jpg,https://t.co/9JVL9whjel,0,5348,3168,76725,183
7.95E+17,Generation Atomic,Gen_Atomic,Nonprofit empowering today's generations to advocate for an atomic future. Practicing #EffectiveAltruism & #AtomicHumanism. Tweets usually by @ericgmeyer,Earth,https://pbs.twimg.com/profile_images/1278358998971006977/4jRL9uIw_normal.jpg,https://t.co/jg0BQ2IJgu,0,5723,1582,3003,90
3131360290,KlimatSverige,KlimatSverige,En mängd organisationer & enskilda som samlas under nätverket KlimatSverige. Tillsammans blir vi en starkare röst. Häng på du med!,Sverige,https://pbs.twimg.com/profile_images/1201072690108477441/gD6atAE2_normal.jpg,https://t.co/r6BJBYDqoz,0,6021,5044,6476,76
