id,name,username,description,location,profile_image_url,url,verified,followers_count,following_count,tweet_count,listed_count
8.59E+17,Nunya Bizniz,Pladizow,#Bitcoin,,https://pbs.twimg.com/profile_images/874454582608490496/twiFph9b_normal.jpg,,0,14518,620,16929,343
9.07E+17,Tradeboi Carti,tradeboicarti16,Former Hedge Fund Manager Turned Crypto Prop Trader. VC. Ex-Pro Hockey Player. MBA. CFA Candidate. $BTC $ES_F,,https://pbs.twimg.com/profile_images/1122528401959600129/tV_lteKG_normal.jpg,https://t.co/4V0RAA36u5,0,8853,850,12036,152
8.61E+17,Nick Core 🏆,Crypto_Core,#Bitcoin https://t.co/TWOCkFApkA https://t.co/I6MqFCRMYs https://t.co/168vIG8SCb,💻,https://pbs.twimg.com/profile_images/1356972402153037830/7cDqH_WV_normal.jpg,https://t.co/UCbZqpeKoH,0,37132,2286,19341,868
59006348,PoiSzn 🇿🇦,PoiSzn,"Wave Theory Trader
https://t.co/Vh76dtDZZG 

https://t.co/xUXGVhrr2I

https://t.co/0d56Ez65Xa",Click the link below to Learn,https://pbs.twimg.com/profile_images/1316764921258967040/Ts3KhIGf_normal.jpg,https://t.co/vBGCvSofmL,0,8204,274,6601,166
8.43E+17,TheMask,TheCrypt0Mask,,"St Tropez, France",https://pbs.twimg.com/profile_images/1263547648755339266/l2pTdHos_normal.jpg,,0,10372,849,11650,196
1531656054,T,Nardeus_,#bitcoin,,https://pbs.twimg.com/profile_images/1089564912693710848/31q4p-7w_normal.jpg,,0,7268,1233,0,22
8.88E+17,The Crypto Dog📈,TheCryptoDog,"STEM PhD dropout / $crypto-trading dog🐕 Started mining #bitcoin in 2011. #blockchain & #DeFi investor / market commentator. 

Founder @trybetterbrand",thecryptodog@gmail.com,https://pbs.twimg.com/profile_images/1346574502294155265/qEQ5hl6Y_normal.jpg,https://t.co/df3FWrNUBv,0,295159,2949,54368,4885
27583645,ant,ThisIsNuse,"Father, Husband, Infosec, Trader & Miner. Digital Asset Assessment and Degradation. From Genesis to Delisting. #Altcoin #Bitcoin #CryptoCurrency",The Floating Continent,https://pbs.twimg.com/profile_images/1208475458158911495/_TQyr5Hx_normal.jpg,https://t.co/V5OAbmb2w1,0,91726,2551,55725,2215
1179555450,Cryptoboy™️ The Boy,Crypto_Boy1,Cucked By Jack Chartered Financial Analyst® (CFA) https://t.co/Tvvl7bsuL7. https://t.co/FpIYfZXTjU https://t.co/d8p61UsJZI,"London, England",https://pbs.twimg.com/profile_images/1334300548183568386/6FpJUr3A_normal.jpg,,0,8651,1302,14381,154
14612588,Mohammad A. Al Oyoun #JO,Finalizer,"Proud Jordanian 🇯🇴
Marketing, Tech, Product, Blockchain, Crypto, Web, Business, Gaming, Travel, Poker.","Amman, Jordan",https://pbs.twimg.com/profile_images/1166594092580704257/BaIqzoIU_normal.jpg,,0,6453,6811,2403,51
132148649,Ed Tolson,etolson,"Computer scientist. Would-be natural scientist, economist, and political commentator.",,https://pbs.twimg.com/profile_images/862012737177743361/5v6qdA-j_normal.jpg,,0,6215,237,1582,61
73675821,เจต นิวแมน,NewMan_TH,"นักลงทุน crypto, admin กลุ่มนักเทรด altcoins https://t.co/yT8lL1xEPF…",Decentralized,https://pbs.twimg.com/profile_images/1211860836358115328/Pka3fzeT_normal.jpg,https://t.co/3GsyL0DnFY,0,75057,1839,37351,281
2929743297,◇.A.C.X.◇,ACXtrades,There is no passion to be found playing small - in settling for a life that is less than the one you are capable of living.,"London, England",https://pbs.twimg.com/profile_images/1074267959315628032/k45-FaZJ_normal.jpg,,0,17566,94,13037,460
2904169861,億り人彼氏,INTBICON,中卒元ニートの私が暗号通貨で億り人になって誰かの彼氏になるまでの物語,,https://pbs.twimg.com/profile_images/1329917136286797825/2OJedbj__normal.jpg,,0,5477,1192,10743,89
384956732,The Range,_TheRange,architect - grillist - cryptocurrency - cooking - outdoors - travel - sharing the things that I love.,Our collective conscious,https://pbs.twimg.com/profile_images/1293446064045883393/LGKPSclI_normal.jpg,,0,9102,410,28379,124
149812374,David Benefield,DWBenefield,"Men at some time are masters of their fates;
The fault, dear Brutus, is not in our stars,
But in ourselves, that we are underlings.",Here. Now.,https://pbs.twimg.com/profile_images/1283887938250485762/1NWDiRrt_normal.jpg,,0,12921,1311,2945,254
9.23E+17,størm,stormXBT,Theoretical physics graduateデリバティブトレーダー BitMEX とてもかわいい,"City of London, London",https://pbs.twimg.com/profile_images/1341558515345846272/G-fgUI-z_normal.jpg,,0,12802,379,12137,216
1.16E+18,Alice,AliceCrypt,"Comfy neet / retired gen z. 死者の代弁者

Financially Independent Shitposter 。Professional NEET Detective",失業,https://pbs.twimg.com/profile_images/1331817248114130944/Esv-PTaD_normal.jpg,https://t.co/wTAAb1fhRb,0,6503,410,12717,104
143799946,Crypt0Man المال الرقمي #بيتكوين,Crypt0men,‏‏‏‏‏‏‏‏‎‎‎‎‎‎‎‎#Bitcoin ‎‎‎‎‎#Crypto ‎‎‎‎‎‎‎‎#DEFI أنا إنسان أصيب واخطئ، أضع أفكاري و تجربتي المتواضعة مند2012في العملات لكم في تغريداتي ونرجوا التوفيق من الله,Morocco 🇲🇦,https://pbs.twimg.com/profile_images/1231252221515501569/tvLQvlb4_normal.jpg,,0,7102,633,8814,80
46920783,Lou Kerner,loukerner,"Rules without rulers
I believe crypto is the greatest thing to happen in the humanity
I believe privacy is a human right
CEO of BIGtoken",New York,https://pbs.twimg.com/profile_images/1354908533179953152/uHjGdBa9_normal.jpg,https://t.co/KbVgBP6soo,0,15933,2853,4580,424
7.09E+17,Coiner-Yadox,Yodaskk,"$BTC & $alts FA,TA,& Onchain

Energy Engineer background 

Tip:
BTC: 32vvUsjvfFixG9L8fAC4ca5hNckzXEeYVw
Eth: 0x0a37F08416fe5Ca854A56D9D7079f9239467FC44
#bitcoin","Paris, France",https://pbs.twimg.com/profile_images/1359200330945359879/J2LX01WR_normal.jpg,,0,14887,2193,17849,288
327475258,LP,angmoree,"Death is my shadow, except one day the roles will be reversed, death will be real and I will be the shadow.",Rhaspody .,https://pbs.twimg.com/profile_images/950033097512321025/zv-iMqyq_normal.jpg,,0,5438,5214,1101,3
1.05E+18,starbust,inversebrah,"wassie connoisseur turned smol ting.  
(Just one of those 'joined many years ago' - yet somehow brand new - clout chasers)

#2_weeks_lifespan_gang

it/that",top shelf in the fridge,https://pbs.twimg.com/profile_images/1358581942514450434/OmQM7nBw_normal.jpg,https://t.co/pUNSoqw5ln,0,40185,1517,110561,609
4859222529,Mack,PostOnlyLosses,"• Proprietary #Bitcoin Trader 
• Chop wood, Carry water

Trade USA stocks with Crypto here - 5% off fees 
https://t.co/0e4eoqrMdP",Australia,https://pbs.twimg.com/profile_images/1216293611114942464/bKbMpz1g_normal.jpg,https://t.co/ESc3kzIFuc,0,5032,402,2517,101
8.78E+17,Luke Martin,VentureCoinist,"I trade coins.

And I talk to the smartest people I can find trading & investing in the crypto market. Listen here: @ProfitMaxmalist",,https://pbs.twimg.com/profile_images/1341451107143475204/50czPLaC_normal.jpg,https://t.co/QFTYL4TWKX,0,243357,1399,25474,5011
618709104,BambouClub,BambouClub,"Called Black Friday 13 March on Twitter
Traded it with Out of the Money Bitcoin Put options

Get cheaper fees:",,https://pbs.twimg.com/profile_images/814391577560961024/t0-NUign_normal.jpg,https://t.co/El70oKWKz1,0,13852,892,8420,531
150476075,Andrew Lee,alee,"building @daofidex, writer @ https://t.co/meOfjaV96O, community building @karma_dao, https://t.co/qMhFYPt9L0, former designer @whisper & pm @inside",LA / SH,https://pbs.twimg.com/profile_images/1309613053130883072/049qkRRk_normal.png,https://t.co/FfBy0Up4gk,0,5537,704,5060,138
7.53E+17,$DOGE TO $1 🚀,cryptunez,Leader of $DOGE ARMY 🚀 🚀 🚀,,https://pbs.twimg.com/profile_images/1339348260151025666/4hDSN1j2_normal.jpg,https://t.co/EBzuhGb6no,0,56028,892,39157,777
9.06E+17,K A L E O,CryptoKaleo,"""καλεο: to call"" | #Bitcoin | Crypto Trader | Options Trader | Engineer | Do your own research | This is my journal. ( Backup account - @KaleoCapital )",Worldwide,https://pbs.twimg.com/profile_images/1039557924018954240/lGQBMGd8_normal.jpg,https://t.co/Nc2asfRgsO,0,61707,480,17699,1103
9.58E+17,David Holt,IDrawCharts,"Opinion not for sale.

@Round_Table_TG",Online,https://pbs.twimg.com/profile_images/1347586736415715328/HeirEJax_normal.jpg,,0,15736,458,37063,290
621816317,Alex Saunders 🇦🇺👨‍🔬,AlexSaundersAU,"CEO & Founder: @NuggetsNewsAU Pharmacist ➡️ Investor post GFC📉 Bitcoin, Ethereum, Crypto, Finance & Economics education since 2012
Join:https://t.co/GZnbBJdjl6🎓",Australia,https://pbs.twimg.com/profile_images/1210343718944817153/ZgETYHOf_normal.png,https://t.co/X1RhVhHVpL,0,78010,2600,14798,1007
8.61E+17,Smokey 🧲 スモーキー,BeegSmokey,"Crypto | Retail Trader | Ichimoku | TraderSmokey on YouTube | Smokey on Medium | DM for serious business inquiries only

bigsmokey.eth",https://t.me/SmokeysCloud,https://pbs.twimg.com/profile_images/1313771357956702208/F3LWPPtr_normal.jpg,https://t.co/ElwusRzALS,0,22967,1184,39946,441
